60.640	1:00	e
61.199	1:01	sono
61.600	1:01	il
61.840	1:01	terzo
62.239	1:02	sotto
62.760	1:02	al
63.079	1:03	primo
63.359	1:03	ministro
63.760	1:03	per
63.920	1:03	quanto
64.280	1:04	riguarda
64.839	1:04	crescita
65.239	1:05	su
65.439	1:05	LinkedIn.
65.880	1:05	ovviamente
66.720	1:06	considerano
67.320	1:07	anche
67.560	1:07	altre
67.799	1:07	piattaforme
68.320	1:08	come
68.600	1:08	Exo
70.200	1:10	non
70.360	1:10	ho.
70.520	1:10	E
70.600	1:10	io
70.759	1:10	vi
70.880	1:10	dico
71.040	1:11	che
71.280	1:11	a
71.400	1:11	meno
71.520	1:11	che
71.640	1:11	non
71.880	1:11	utilizzate
72.280	1:12	una
72.439	1:12	piattaforma
72.840	1:12	come
73.119	1:13	YouTube
73.479	1:13	nella
73.720	1:13	quale
74.320	1:14	la
74.520	1:14	gente
74.720	1:14	può
74.960	1:14	vedervi,
75.680	1:15	postare
76.000	1:16	nei
76.159	1:16	social
76.400	1:16	media
76.600	1:16	non
76.759	1:16	vi
76.920	1:16	porterà
77.280	1:17	poi
77.479	1:17	così
77.720	1:17	tanto
77.920	1:17	in
78.080	1:18	bound.
78.360	1:18	Quindi
78.560	1:18	oggi
78.759	1:18	vorrei
79.040	1:19	focalizzarmi
79.759	1:19	su
79.920	1:19	quella
80.119	1:20	che
80.240	1:20	ritengo
80.799	1:20	essere
81.119	1:21	la
81.280	1:21	metodologia
81.920	1:21	migliore
82.280	1:22	per
82.479	1:22	generare
82.880	1:22	i
82.960	1:22	clienti,
83.320	1:23	che
83.439	1:23	è
83.759	1:23	gran
84.000	1:24	parte
84.200	1:24	di
84.400	1:24	come
84.560	1:24	li
84.680	1:24	ho
84.759	1:24	fatti
84.960	1:24	io,
85.280	1:25	che
85.439	1:25	è
85.600	1:25	il
85.799	1:25	cold
86.079	1:26	outrich.
86.560	1:26	Molte
86.799	1:26	persone
87.079	1:27	vi
87.240	1:27	scoraggeranno
87.840	1:27	e
87.960	1:27	vi
88.040	1:28	diranno
88.320	1:28	che
88.439	1:28	magari
88.720	1:28	non
88.880	1:28	è
89.000	1:29	vero,
89.280	1:29	che
89.400	1:29	nessuno
89.799	1:29	risponde,
90.320	1:30	nessuno
90.600	1:30	vuole
90.840	1:30	ricevere
91.240	1:31	messaggi
91.720	1:31	nella
92.240	1:32	propria
92.560	1:32	casella.
93.360	1:33	La
93.520	1:33	realtà
93.759	1:33	dei
93.920	1:33	fatti
94.119	1:34	è
94.200	1:34	che
94.320	1:34	oggi
94.520	1:34	voglio
94.799	1:34	mostrarvi
95.360	1:35	quali
95.600	1:35	sono
95.799	1:35	alcuni
96.159	1:36	messaggi
96.520	1:36	che
96.680	1:36	io
96.880	1:36	ricevo
97.520	1:37	e
97.759	1:37	come
98.000	1:38	li
98.200	1:38	trasformerei
98.920	1:38	per
99.079	1:39	fare
99.360	1:39	un
99.560	1:39	DM
99.880	1:39	di
100.079	1:40	successo
100.600	1:40	oltre
100.799	1:40	a
100.920	1:40	darvi
101.159	1:41	un
101.280	1:41	framework
101.680	1:41	di
101.840	1:41	modo
101.960	1:41	tale
102.159	1:42	che
102.240	1:42	possiate
102.560	1:42	utilizzarlo
103.439	1:43	anche
103.720	1:43	customizzabile
104.399	1:44	con
104.600	1:44	AI.
104.920	1:44	Quindi,
105.159	1:45	detto
105.399	1:45	questo,
105.759	1:45	andiamo
106.000	1:46	a
106.119	1:46	vedere
106.320	1:46	innanzitutto
106.920	1:46	quali
107.240	1:47	sono
107.479	1:47	le
107.640	1:47	caratteristiche
108.200	1:48	di
108.320	1:48	un
108.399	1:48	Cold
108.600	1:48	DMs.
109.079	1:49	Sono
109.360	1:49	cinque
110.079	1:50	e
110.479	1:50	le
110.640	1:50	vedremo
111.040	1:51	tutte
111.479	1:51	in
111.680	1:51	dettaglio,
112.280	1:52	però
112.479	1:52	vorrei
112.759	1:52	soffermarmi
113.280	1:53	su
113.439	1:53	ciascuna
113.840	1:53	di
114.000	1:54	queste
114.280	1:54	perché
114.520	1:54	poi
114.719	1:54	quando
114.920	1:54	andremo
115.200	1:55	a
115.280	1:55	ricreare
115.680	1:55	il
115.880	1:55	messaggio
116.360	1:56	voglio
116.560	1:56	che
116.680	1:56	voi
116.840	1:56	vediate
117.159	1:57	pezzo
117.439	1:57	per
117.600	1:57	pezzo.
118.680	1:58	Allora,
119.039	1:59	innanzitutto
119.759	1:59	questo
120.039	2:00	messaggio
120.439	2:00	deve
120.680	2:00	essere
120.960	2:00	personalizzato.
122.320	2:02	Allora,
122.640	2:02	le
122.840	2:02	persone
123.159	2:03	sono
123.439	2:03	convinte
123.960	2:03	che,
124.880	2:04	e
125.039	2:05	vi
125.200	2:05	faccio
125.520	2:05	magari
125.880	2:05	un
126.079	2:06	esempio
126.479	2:06	qui,
127.039	2:07	quando
127.240	2:07	noi
127.520	2:07	scriviamo
128.200	2:08	un
128.800	2:08	icebreaker
129.520	2:09	nei
129.800	2:09	social
130.119	2:10	media,
130.520	2:10	nelle
130.879	2:10	code
131.239	2:11	email,
131.720	2:11	eccetera,
132.760	2:12	scriviamo
133.239	2:13	un
133.440	2:13	qualcosa
134.040	2:14	tipo
134.480	2:14	"Ciao
134.959	2:14	nome",
135.560	2:15	quindi
135.800	2:15	queste
136.040	2:16	sono
136.200	2:16	le
136.319	2:16	variabili
136.800	2:16	dinamiche
137.280	2:17	se
137.480	2:17	voi
137.680	2:17	non
137.840	2:17	avete
138.120	2:18	mai
138.959	2:18	avuto
139.280	2:19	modo
139.519	2:19	di
139.680	2:19	vederle
140.280	2:20	e
140.480	2:20	poi
140.680	2:20	qui
140.959	2:20	facciamo
141.440	2:21	fare
142.200	2:22	ehm
142.840	2:22	un
143.280	2:23	ice
143.519	2:23	breaker,
144.239	2:24	ok?
144.519	2:24	Quindi
144.720	2:24	una
144.959	2:24	personalizzazione
145.800	2:25	all'AI.
146.720	2:26	Allora,
147.040	2:27	questa
147.319	2:27	cosa
147.640	2:27	è
148.239	2:28	ehm
149.040	2:29	non
149.239	2:29	troppo
149.519	2:29	efficace
150.480	2:30	e
150.680	2:30	ve
150.800	2:30	lo
150.920	2:30	dico
151.160	2:31	perché
151.400	2:31	dopo
151.640	2:31	aver
152.000	2:32	mandato
152.680	2:32	qualche
153.040	2:33	cazziliardo
153.640	2:33	di
153.800	2:33	email
154.120	2:34	e
154.280	2:34	qualche
154.599	2:34	cazziliardo
155.120	2:35	di
155.280	2:35	DMs,
156.000	2:36	ho
156.160	2:36	visto
156.319	2:36	che
156.440	2:36	c'è
156.599	2:36	una
156.720	2:36	strategia
157.120	2:37	un
157.239	2:37	po'
157.360	2:37	più
157.560	2:37	efficace
158.239	2:38	ed
158.440	2:38	il
158.560	2:38	motivo
158.800	2:38	è
158.959	2:38	che
159.120	2:39	generalmente
159.720	2:39	se
159.840	2:39	lasciamo
160.280	2:40	l'AI
160.720	2:40	libera
161.040	2:41	di
161.159	2:41	fare
161.400	2:41	queste
161.720	2:41	icebreaker
162.200	2:42	viene
162.440	2:42	fuori
162.680	2:42	un
162.840	2:42	mappazzone
163.400	2:43	o
163.519	2:43	come
163.840	2:43	lo
163.959	2:43	chiamiamo
164.280	2:44	noi
164.480	2:44	un
164.640	2:44	AI
165.040	2:45	slop,
165.400	2:45	no?
166.040	2:46	Quindi
166.360	2:46	qual
166.599	2:46	è
166.800	2:46	il
166.959	2:46	metodo
167.319	2:47	corretto
167.680	2:47	di
167.840	2:47	farla?
168.319	2:48	Beh,
168.560	2:48	introduciamo
169.200	2:49	prima
169.400	2:49	di
169.519	2:49	tutto
169.760	2:49	due
170.000	2:50	concetti
170.599	2:50	ed
170.800	2:50	il
170.920	2:50	primo
171.120	2:51	di
171.319	2:51	questi
171.599	2:51	due
171.879	2:51	è
172.040	2:52	il
172.159	2:52	cosiddetto
172.920	2:52	effetto
173.680	2:53	barnum.
174.400	2:54	Ok?
174.800	2:54	E
174.879	2:54	quindi,
175.120	2:55	sostanzialmente,
176.200	2:56	andiamo
176.680	2:56	direttamente
177.319	2:57	qui
177.959	2:57	e
178.120	2:58	vediamo
178.480	2:58	che
178.640	2:58	questo
178.879	2:58	effetto
179.280	2:59	barnum
179.760	2:59	non
179.920	2:59	è
180.040	3:00	altro
180.280	3:00	che
180.440	3:00	una
180.640	3:00	frase
181.120	3:01	universale
182.080	3:02	specifica
183.200	3:03	che
183.519	3:03	sembra
184.159	3:04	personalizzata.
185.560	3:05	Che
185.760	3:05	cosa
186.040	3:06	significa?
186.959	3:06	Bene,
187.519	3:07	allora
187.920	3:07	andiamo
188.239	3:08	a
188.360	3:08	vedere
188.680	3:08	perché
189.480	3:09	l'oroscopo
190.400	3:10	ci
190.599	3:10	piace
190.920	3:10	tanto,
191.239	3:11	no?
191.959	3:11	Quindi
192.599	3:12	questa
193.319	3:13	frase
193.879	3:13	personalizzata
195.040	3:15	non
195.239	3:15	è
195.440	3:15	altro
196.239	3:16	che
196.480	3:16	la
196.720	3:16	base
196.959	3:16	di
197.120	3:17	ogni
197.360	3:17	oroscopo
197.920	3:17	e
198.080	3:18	di
198.200	3:18	ogni
198.440	3:18	lettura
198.799	3:18	a
198.959	3:18	mano,
199.200	3:19	no?
199.440	3:19	Quindi
199.640	3:19	la
199.799	3:19	gente
200.080	3:20	che
200.360	3:20	impazzisce
201.040	3:21	per
201.239	3:21	queste
201.560	3:21	cose.
202.400	3:22	Ok?
202.760	3:22	Il
202.879	3:22	motivo
203.159	3:23	è
203.360	3:23	perché
203.680	3:23	sono
203.840	3:23	delle
204.080	3:24	tecniche
204.440	3:24	psicologiche
205.120	3:25	che
205.280	3:25	sono
205.560	3:25	fatte
205.879	3:25	di
206.040	3:26	modo
206.239	3:26	tale
206.440	3:26	da
206.599	3:26	dire
206.799	3:26	cose
207.159	3:27	generali
207.560	3:27	che
207.720	3:27	sembrano
208.120	3:28	personalizzate,
209.200	3:29	ma
209.599	3:29	se
209.760	3:29	ci
209.920	3:29	fermiamo
210.319	3:30	nel
210.519	3:30	dettaglio
210.879	3:30	sono
211.080	3:31	applicabili
211.640	3:31	a
211.840	3:31	tutti.
213.040	3:33	Allora,
213.879	3:33	quindi
214.360	3:34	quale
214.640	3:34	può
214.840	3:34	essere
215.239	3:35	un
215.439	3:35	esempio
215.840	3:35	di
216.040	3:36	questa?
216.760	3:36	Beh,
217.200	3:37	esempi
217.640	3:37	pratici
218.480	3:38	sono
219.200	3:39	hai
219.400	3:39	una
219.599	3:39	grande
219.920	3:39	necessità
220.480	3:40	di
220.640	3:40	piacere
221.040	3:41	agli
221.319	3:41	altri,
222.640	3:42	ma
222.840	3:42	tendi
223.159	3:43	a
223.400	3:43	essere
223.720	3:43	molto
224.040	3:44	critico
224.480	3:44	con
224.680	3:44	te
224.840	3:44	stesso.
225.799	3:45	Allora,
226.319	3:46	qui
226.640	3:46	ci
226.840	3:46	dobbiamo
227.200	3:47	chiedere
227.560	3:47	due
227.799	3:47	cose,
228.120	3:48	no?
228.640	3:48	Allora,
229.000	3:49	la
229.200	3:49	prima
229.519	3:49	cosa
230.000	3:50	è
230.400	3:50	uno.
231.200	3:51	Esiste
231.519	3:51	qualcuno
232.200	3:52	a
232.400	3:52	cui
232.640	3:52	fa
232.879	3:52	piacere,
233.519	3:53	non
233.720	3:53	piacere
234.159	3:54	agli
234.439	3:54	altri?
235.040	3:55	Beh,
235.239	3:55	diciamo
235.560	3:55	che
235.680	3:55	se
235.799	3:55	c'è
236.000	3:56	qualcuno
236.400	3:56	è
236.560	3:56	la
236.680	3:56	minoranza
237.120	3:57	delle
237.360	3:57	persone,
237.720	3:57	no?
238.439	3:58	E
238.560	3:58	la
238.680	3:58	cosa
239.000	3:59	numero
239.360	3:59	due
239.599	3:59	invece
240.159	4:00	è
240.680	4:00	esiste
241.159	4:01	qualcuno
241.640	4:01	che
241.879	4:01	non
242.079	4:02	è
242.280	4:02	critico
242.799	4:02	con
243.000	4:03	se
243.200	4:03	stesso?
244.159	4:04	Bene,
244.439	4:04	quindi
244.640	4:04	se
244.799	4:04	uno
245.000	4:05	si
245.200	4:05	ferma
245.959	4:05	e
246.200	4:06	pensa
246.480	4:06	a
246.560	4:06	questa
246.799	4:06	frase
247.079	4:07	dice
247.560	4:07	"Ah,
247.959	4:07	mannaggia,
248.840	4:08	però
249.079	4:09	mi
249.239	4:09	conosce".
250.120	4:10	Ok?
250.519	4:10	Quindi
250.760	4:10	questo
251.079	4:11	è
251.360	4:11	il
251.599	4:11	primo
251.920	4:11	modo
252.200	4:12	di
252.439	4:12	fare
252.720	4:12	delle
252.959	4:12	frasi
253.319	4:13	personalizzate.
254.720	4:14	Il
254.920	4:14	secondo
255.360	4:15	modo
255.640	4:15	che
255.760	4:15	invece
256.079	4:16	volevo
256.440	4:16	introdurvi,
256.959	4:16	che
257.040	4:17	è
257.120	4:17	un
257.199	4:17	modo
257.359	4:17	altrettanto
257.840	4:17	interessante,
258.440	4:18	dopo
258.639	4:18	vi
258.759	4:18	faccio
258.919	4:18	vedere
259.120	4:19	un
259.239	4:19	esempio
259.479	4:19	con
259.639	4:19	entrambe,
260.320	4:20	è
260.639	4:20	il
260.840	4:20	cosiddetto
261.560	4:21	effetto
262.120	4:22	arcobaleno
262.759	4:22	o
262.919	4:22	l'inganno
263.520	4:23	arcobaleno.
264.680	4:24	Quindi,
265.080	4:25	in
265.240	4:25	questo
265.560	4:25	caso,
266.080	4:26	si
266.280	4:26	attribuisce
267.160	4:27	ad
267.360	4:27	una
267.720	4:27	persona
268.280	4:28	o
268.560	4:28	meglio
268.800	4:28	a
268.919	4:28	un
269.039	4:29	tratto
269.360	4:29	della
269.639	4:29	personalità,
270.320	4:30	no,
270.919	4:30	il
271.080	4:31	suo
271.320	4:31	esatto
271.680	4:31	opposto.
272.360	4:32	Ed
272.479	4:32	è
272.639	4:32	proprio
273.919	4:33	questo
274.560	4:34	la
274.800	4:34	cosa,
275.520	4:35	diciamo,
276.160	4:36	ingannevole
277.000	4:37	o
277.199	4:37	la
277.360	4:37	cosa
277.560	4:37	che
277.720	4:37	vi
277.919	4:37	porta
278.240	4:38	poi
278.520	4:38	a
278.680	4:38	dire
279.199	4:39	"Oh,
279.600	4:39	magari
279.960	4:39	mi
280.120	4:40	conosce
280.520	4:40	questa
280.919	4:40	persona,
281.240	4:41	no?"
281.800	4:41	E
281.919	4:41	vi
282.080	4:42	faccio
282.320	4:42	un
282.479	4:42	esempio.
283.360	4:43	Allora,
283.759	4:43	di
284.000	4:44	solito
284.759	4:44	sei
285.280	4:45	una
285.639	4:45	persona
286.320	4:46	socievole
287.240	4:47	ed
287.520	4:47	aperta,
288.960	4:48	ma
289.160	4:49	ci
289.320	4:49	sono
289.600	4:49	momenti
289.960	4:49	in
290.120	4:50	cui
290.360	4:50	ti
290.560	4:50	chiudi
290.800	4:50	in
290.919	4:50	te
291.120	4:51	stessa
291.479	4:51	o
291.680	4:51	in
291.840	4:51	te
292.039	4:52	stesso
292.479	4:52	e
292.639	4:52	diventi
293.039	4:53	molto
295.160	4:55	Chi
295.360	4:55	è
295.639	4:55	questo?
296.600	4:56	Giusto,
297.160	4:57	magari
298.000	4:58	qui
298.800	4:58	abbiamo
299.360	4:59	unallusione
300.479	5:00	a
300.800	5:00	che
301.039	5:01	cosa?
301.840	5:01	a
302.320	5:02	legami
302.960	5:02	che
303.440	5:03	sono
303.759	5:03	magari
304.240	5:04	familiari,
305.039	5:05	no?
305.759	5:05	Allora,
306.080	5:06	questo
306.280	5:06	è
306.479	5:06	in
306.600	5:06	linea
306.880	5:06	generale,
307.280	5:07	ovviamente
307.600	5:07	ci
307.759	5:07	sarà
308.000	5:08	un
308.160	5:08	1%
308.720	5:08	a
308.880	5:08	cui
309.039	5:09	questo
309.280	5:09	non
309.440	5:09	si
309.639	5:09	applica,
309.919	5:09	ma
310.039	5:10	noi
310.199	5:10	stiamo
310.440	5:10	facendo
310.919	5:10	cold
311.400	5:11	outbound,
311.960	5:11	quindi
312.400	5:12	stiamo
312.720	5:12	cercando
313.039	5:13	di
313.600	5:13	prendere
314.199	5:14	la
314.400	5:14	maggior
314.800	5:14	parte
315.160	5:15	della
315.440	5:15	gente,
315.680	5:15	no?
315.919	5:15	Perché
316.160	5:16	immaginiamoci
316.759	5:16	che
316.880	5:16	questo
317.160	5:17	sia
317.400	5:17	il
317.560	5:17	nostro
317.880	5:17	pool
318.160	5:18	di
318.400	5:18	persone.
319.960	5:19	Se
320.120	5:20	noi
320.440	5:20	riuscissimo
321.039	5:21	a
321.240	5:21	prendere
321.560	5:21	un
321.720	5:21	pool
321.919	5:21	di
322.160	5:22	persone
322.840	5:22	o
323.080	5:23	con
323.240	5:23	un
323.360	5:23	messaggio
323.840	5:23	generale
324.680	5:24	tale
324.960	5:24	per
325.160	5:25	cui
325.400	5:25	noi
325.800	5:25	prendiamo
326.360	5:26	tutta
326.680	5:26	questa
327.039	5:27	fetta
327.840	5:27	e
328.039	5:28	lasciassimo
328.600	5:28	fuori
329.039	5:29	letteralmente
329.880	5:29	un
330.080	5:30	1%
